Jour;Catégorie client;Puissance moyenne journalière (W)
2019-04-07;PME / PMI;3928335256.0
2019-04-05;Résidentiels;19388678407.0
2019-04-01;Résidentiels;15039911365.0
2019-04-01;Entreprises;13202099651.0
2019-03-27;Résidentiels;18298273419.0
2019-03-27;PME / PMI;5820174404.0
2019-03-26;Résidentiels;18164149564.0
2019-03-24;PME / PMI;3946847979.0
2019-03-21;Résidentiels;18750375521.0
2019-03-17;Professionnels;4393056786.0
2019-03-11;Résidentiels;20367932839.0
2019-03-08;Professionnels;5412637820.0
2019-03-07;Entreprises;14518876784.0
2019-03-03;Résidentiels;20084150118.0
2019-03-01;Professionnels;5236824594.0
2019-02-23;PME / PMI;4881195197.0
2019-02-22;Entreprises;13996778189.0
2019-02-22;Professionnels;5416262115.0
2019-02-18;PME / PMI;6082426152.0
2019-02-18;Professionnels;5377661316.0
2019-02-16;PME / PMI;5153062771.0
2019-02-14;PME / PMI;6596972950.0
2019-02-14;Professionnels;6169798319.0
2019-02-13;Professionnels;6273907808.0
2019-02-11;Entreprises;14441372925.0
2019-02-11;Professionnels;6090382037.0
2019-02-08;PME / PMI;6785816939.0
2019-02-04;Résidentiels;29958599520.0
2019-02-03;Résidentiels;30552801442.0
2019-02-03;Professionnels;5782203795.0
2019-01-30;Entreprises;15547032075.0
2019-01-25;Résidentiels;28856456553.0
2019-01-25;PME / PMI;7440131580.0
2019-01-24;Résidentiels;29927996507.0
2019-01-22;Professionnels;7069959687.0
2019-01-20;Professionnels;5607151225.0
2019-01-17;Résidentiels;24982859179.0
2019-01-16;Entreprises;15259445841.0
2019-01-16;PME / PMI;6900959716.0
2019-01-15;Résidentiels;24044104822.0
2019-01-10;Résidentiels;28699935617.0
2019-01-10;Entreprises;15605215038.0
2019-01-09;Résidentiels;27019745544.0
2019-01-09;Entreprises;15379438115.0
2019-01-08;Entreprises;15171567306.0
2019-01-08;PME / PMI;7010524179.0
2019-01-07;Professionnels;6550268552.0
2018-12-26;Professionnels;5852357915.0
2018-12-25;Professionnels;4676712113.0
2018-12-24;Entreprises;9894839733.0
2018-12-23;Entreprises;8829153304.0
2018-12-23;Professionnels;4716380395.0
2018-12-22;PME / PMI;5063999472.0
2018-12-21;Professionnels;6111449808.0
2018-12-20;Entreprises;14416395244.0
2018-12-19;PME / PMI;6497151566.0
2018-12-18;Professionnels;6562035110.0
2018-12-12;Professionnels;6447791557.0
2018-12-10;Entreprises;14158073257.0
2018-12-09;Professionnels;4785879771.0
2018-12-08;Résidentiels;22158491388.0
2018-12-08;Professionnels;5283704693.0
2018-12-04;Professionnels;5458669391.0
2018-12-02;Entreprises;9297215836.0
2018-11-27;PME / PMI;6814616798.0
2018-11-24;Entreprises;10611491542.0
2018-11-23;Résidentiels;23718808580.0
2018-11-20;Entreprises;15301716104.0
2018-11-19;Résidentiels;24327631171.0
2018-11-19;PME / PMI;6641443371.0
2018-11-19;Professionnels;5956502984.0
2018-11-18;PME / PMI;4371584177.0
2018-11-11;PME / PMI;3895321538.0
2018-11-08;Entreprises;14478900151.0
2018-11-03;Entreprises;10006374786.0
2018-11-02;Entreprises;11800390646.0
2018-11-02;Professionnels;5005429329.0
2018-10-29;Résidentiels;22323342543.0
2018-10-24;Entreprises;14051113865.0
2018-10-23;Entreprises;14107376093.0
2018-10-22;Professionnels;4176160994.0
2018-10-21;Entreprises;8546823495.0
2018-10-19;Entreprises;13507621030.0
2018-10-18;Entreprises;14085284680.0
2018-10-11;Résidentiels;11119935541.0
2018-10-09;Professionnels;4219278993.0
2018-10-07;Professionnels;3415856935.0
2018-10-03;Entreprises;14194957289.0
2018-09-30;PME / PMI;3290685215.0
2018-09-30;Professionnels;3313576122.0
2018-09-27;PME / PMI;4980218284.0
2018-09-26;Résidentiels;11282804419.0
2018-09-22;PME / PMI;3862452506.0
2018-09-16;Résidentiels;11426512620.0
2018-09-16;PME / PMI;3336484735.0
2018-09-15;Résidentiels;10971928087.0
2018-09-14;Professionnels;4016685062.0
2018-09-12;Résidentiels;10475177746.0
2018-09-11;PME / PMI;4973894416.0
2018-09-10;Résidentiels;10458821391.0
2018-09-09;Résidentiels;11341450254.0
2018-09-07;PME / PMI;4785225081.0
2018-09-05;Résidentiels;10512751441.0
2018-09-01;PME / PMI;3986963623.0
2018-08-30;PME / PMI;4798815775.0
2018-08-28;PME / PMI;4875188915.0
2018-08-21;Professionnels;3788429258.0
2018-08-20;Professionnels;3565360541.0
2018-08-16;Entreprises;11614194356.0
2018-08-09;Résidentiels;10129381622.0
2018-08-09;Professionnels;3674605304.0
2018-08-08;PME / PMI;5134168481.0
2018-08-03;Professionnels;4249410135.0
2018-08-02;Professionnels;4133122489.0
2018-08-01;Entreprises;13724933042.0
2018-08-01;Professionnels;4043864410.0
2018-07-31;Entreprises;13863142937.0
2018-07-30;Résidentiels;10895157994.0
2018-07-30;Professionnels;3807406972.0
2018-07-28;Professionnels;3731891225.0
2018-07-27;Résidentiels;11038152409.0
2018-07-27;PME / PMI;5296801896.0
2018-07-27;Professionnels;4221370898.0
2018-07-21;Entreprises;10362345288.0
2018-07-20;Entreprises;14190144656.0
2018-07-17;Résidentiels;9993118443.0
2018-07-13;Professionnels;4027247836.0
2018-07-12;Entreprises;14903440110.0
2018-07-11;Résidentiels;10127598188.0
2018-07-03;PME / PMI;5269003903.0
2018-06-30;PME / PMI;4316465640.0
2018-06-27;Entreprises;14800447007.0
2018-06-25;PME / PMI;4904728499.0
2018-06-25;Professionnels;3491348698.0
2018-06-17;Entreprises;8588123825.0
2018-06-16;PME / PMI;3965162371.0
2018-06-13;Entreprises;14048007646.0
2018-06-12;Résidentiels;10538769987.0
2018-06-12;Entreprises;14157959757.0
2018-06-10;PME / PMI;3258047524.0
2018-06-09;Résidentiels;11202460321.0
2018-06-08;PME / PMI;4669067407.0
2018-06-07;Résidentiels;10515058207.0
2018-06-06;PME / PMI;4753120034.0
2018-06-04;PME / PMI;4565129641.0
2018-05-31;Résidentiels;10739810769.0
2018-05-30;PME / PMI;4635967072.0
2018-05-23;Résidentiels;11209384501.0
2018-05-21;PME / PMI;3242331850.0
2018-05-16;Professionnels;4058646906.0
2018-05-15;Professionnels;4260119595.0
2018-05-14;Entreprises;12990722064.0
2018-05-13;Entreprises;8192976404.0
2018-05-12;Professionnels;3489218529.0
2018-05-01;Résidentiels;16723421392.0
2018-05-01;PME / PMI;3431754047.0
2018-04-30;Résidentiels;16994175568.0
2018-04-30;Professionnels;4260595067.0
2018-04-28;Résidentiels;13613838347.0
2018-04-27;Professionnels;4025730767.0
2018-04-25;Entreprises;13921158625.0
2018-04-24;Professionnels;3815816066.0
2018-04-20;Entreprises;13585633122.0
2018-04-20;PME / PMI;4463365950.0
2018-04-16;PME / PMI;5162647706.0
2018-04-15;Entreprises;8795267276.0
2018-04-11;Résidentiels;16388030538.0
2018-04-09;Professionnels;4509952239.0
2018-04-04;PME / PMI;6082808030.0
2018-04-04;Professionnels;5123648837.0
2018-04-02;Résidentiels;20831070562.0
2018-04-01;Professionnels;4456861866.0
2018-03-30;Professionnels;5754502456.0
2018-03-29;Professionnels;5567805352.0
2018-03-28;Entreprises;14898397111.0
2018-03-27;Entreprises;15008417726.0
2018-03-26;Résidentiels;20811438764.0
2018-03-23;Résidentiels;24598663454.0
2018-03-19;Professionnels;6490717812.0
2018-03-16;PME / PMI;5959399942.0
2018-03-15;PME / PMI;6180410452.0
2018-03-14;Résidentiels;20147874173.0
2018-03-13;PME / PMI;6427105918.0
2018-03-12;Résidentiels;19313047805.0
2018-03-09;Résidentiels;21526853233.0
2018-03-07;Résidentiels;23456663646.0
2018-03-06;Résidentiels;22830236902.0
2018-03-03;PME / PMI;5737819801.0
2018-03-01;PME / PMI;7852156983.0
2018-02-28;PME / PMI;8246762496.0
2018-02-27;Résidentiels;34214111133.0
2018-02-25;Résidentiels;31462410827.0
2018-02-25;PME / PMI;5400307285.0
2018-02-24;Professionnels;6534533141.0
2018-02-23;Résidentiels;29531238017.0
2018-02-23;PME / PMI;7185385842.0
2018-02-22;Professionnels;7202082642.0
2018-02-21;Résidentiels;26445011243.0
2018-02-19;PME / PMI;6838724242.0
2018-02-15;PME / PMI;6755511224.0
2018-02-11;Résidentiels;29411873769.0
2018-02-11;Entreprises;10010553097.0
2018-02-09;Résidentiels;30464761893.0
2018-02-07;Résidentiels;30041444378.0
2018-02-04;PME / PMI;5131105696.0
2018-02-02;Résidentiels;26034548030.0
2018-02-02;PME / PMI;7000504972.0
2018-01-31;PME / PMI;6825532887.0
2018-01-29;Entreprises;14432433502.0
2018-01-28;Professionnels;5048911263.0
2018-01-27;Entreprises;10883411587.0
2018-01-25;Entreprises;14908309875.0
2018-01-25;PME / PMI;6440563290.0
2018-01-24;Professionnels;5571638308.0
2018-01-23;Professionnels;5844388048.0
2018-01-21;Professionnels;5014255319.0
2018-01-18;Résidentiels;24178927980.0
2018-01-16;Entreprises;15173006421.0
2018-01-15;Entreprises;14668207285.0
2018-01-14;Entreprises;9741562072.0
2018-01-11;PME / PMI;6406555362.0
2018-01-08;Résidentiels;23642449502.0
2018-01-07;Professionnels;5073119771.0
2018-01-06;Professionnels;5183328770.0
2017-12-30;Résidentiels;24629217740.0
2017-12-27;Résidentiels;25604298552.0
2017-12-25;PME / PMI;4790908792.0
2017-12-23;Professionnels;5271375740.0
2017-12-19;Professionnels;7019821254.0
2017-12-17;PME / PMI;5266113659.0
2017-12-13;Professionnels;7014146829.0
2017-12-12;Entreprises;15521382099.0
2017-12-06;Entreprises;15587007500.0
2017-12-04;Entreprises;15002526449.0
2017-12-04;PME / PMI;7162466963.0
2017-12-03;Résidentiels;31658391527.0
2017-12-03;Entreprises;10374461657.0
2017-12-02;Résidentiels;30241402054.0
2017-12-02;Professionnels;6507165333.0
2017-12-01;Résidentiels;27291165799.0
2017-11-25;Résidentiels;21486553247.0
2017-11-25;PME / PMI;5071106815.0
2017-11-24;Professionnels;5327824430.0
2017-11-23;Entreprises;14676476361.0
2017-11-20;Résidentiels;22486475778.0
2017-11-20;Professionnels;5905795350.0
2017-11-19;PME / PMI;4436784635.0
2017-11-18;PME / PMI;5026554336.0
2017-11-16;Résidentiels;22308230731.0
2017-11-16;PME / PMI;6474127241.0
2017-11-13;Résidentiels;21293923727.0
2017-11-13;Entreprises;14330944781.0
2017-11-13;Professionnels;5748356124.0
2017-11-12;Résidentiels;20497998066.0
2017-11-12;Entreprises;9066870192.0
2017-11-09;PME / PMI;6338568918.0
2017-11-07;Entreprises;15050167425.0
2017-11-02;Entreprises;13533873497.0
2017-11-01;Entreprises;10746271313.0
2017-10-31;Entreprises;14110273453.0
2017-10-25;Résidentiels;13185202938.0
2017-10-22;Résidentiels;15188624557.0
2017-10-19;PME / PMI;4699527930.0
2017-10-18;Résidentiels;12109792061.0
2017-10-15;Résidentiels;13212442779.0
2017-10-14;PME / PMI;3700413247.0
2017-10-11;Entreprises;14273177247.0
2017-10-10;Entreprises;14255823785.0
2017-10-10;PME / PMI;4799079881.0
2017-10-07;Résidentiels;14561933293.0
2017-10-03;Résidentiels;11743379337.0
2017-10-01;PME / PMI;3278936634.0
2017-09-28;Résidentiels;11260866740.0
2017-09-26;Résidentiels;11294275802.0
2017-09-22;Entreprises;13780760907.0
2017-09-21;Entreprises;14251473535.0
2017-09-21;Professionnels;4332276901.0
2017-09-16;Entreprises;9891093963.0
2017-09-14;Entreprises;14246383561.0
2017-09-14;Professionnels;4160919922.0
2017-09-10;Résidentiels;12143270495.0
2017-09-09;PME / PMI;3887036941.0
2017-09-09;Professionnels;3606232916.0
2017-09-08;Résidentiels;10874577731.0
2017-09-07;PME / PMI;4781637251.0
2017-09-06;Résidentiels;10669039112.0
2017-09-03;Professionnels;3025065649.0
2017-08-31;Résidentiels;10477608963.0
2017-08-30;Résidentiels;10916048589.0
2017-08-27;Entreprises;8980661578.0
2017-08-27;Professionnels;3090241515.0
2017-08-19;Résidentiels;10794802942.0
2017-08-13;PME / PMI;3437236409.0
2017-08-13;Professionnels;2945640162.0
2017-08-10;PME / PMI;4647025314.0
2017-08-04;Résidentiels;10923819299.0
2017-08-03;PME / PMI;5170742503.0
2017-08-02;Professionnels;3798026816.0
2017-07-30;Résidentiels;11204955325.0
2017-07-27;PME / PMI;4935802587.0
2017-07-26;PME / PMI;4969588269.0
2017-07-24;Professionnels;3514044612.0
2017-07-23;Entreprises;8878484671.0
2017-07-23;Professionnels;3007931910.0
2017-07-22;PME / PMI;4244375373.0
2017-07-19;Résidentiels;10678669246.0
2017-07-19;Entreprises;15116928695.0
2017-07-17;PME / PMI;5056440902.0
2017-07-14;PME / PMI;3615994901.0
2017-07-07;Entreprises;15085979673.0
2017-07-04;Professionnels;3846901879.0
2017-07-03;Résidentiels;10484597834.0
2017-07-03;PME / PMI;4869317084.0
2017-07-03;Professionnels;3497982831.0
2017-06-28;Professionnels;3794265749.0
2017-06-24;PME / PMI;4308558355.0
2017-06-21;Professionnels;4143830594.0
2017-06-18;Résidentiels;11834959425.0
2017-06-17;Professionnels;3545079662.0
2017-06-16;Entreprises;14398670256.0
2017-06-15;Résidentiels;10745376803.0
2017-06-14;Entreprises;15010047811.0
2017-06-13;Professionnels;3914163274.0
2017-06-10;Professionnels;3408229229.0
2017-06-07;Entreprises;14126387923.0
2017-06-06;Professionnels;3823937434.0
2017-06-03;PME / PMI;3862821618.0
2017-06-01;PME / PMI;4834605991.0
2017-06-01;Professionnels;3802985605.0
2017-05-31;Entreprises;14406074463.0
2017-05-30;Résidentiels;10583887033.0
2017-05-27;PME / PMI;3772264285.0
2017-05-23;Résidentiels;10847568763.0
2017-05-21;Résidentiels;12686736058.0
2017-05-21;PME / PMI;3254600738.0
2017-05-20;Résidentiels;12484455788.0
2017-05-19;Professionnels;4030871606.0
2017-05-18;PME / PMI;4838302516.0
2017-05-17;Entreprises;14253407586.0
2017-05-15;PME / PMI;4632703622.0
2017-05-13;Résidentiels;12908863321.0
2017-05-13;PME / PMI;3850878847.0
2017-05-10;PME / PMI;4940089097.0
2017-05-09;Résidentiels;14116130635.0
2017-05-08;PME / PMI;3543645297.0
2017-05-08;Professionnels;3451304428.0
2017-05-07;Entreprises;8468793216.0
2017-05-02;PME / PMI;5397466232.0
2017-05-01;Professionnels;3648644774.0
2017-04-30;Résidentiels;17362295358.0
2017-04-30;Entreprises;8506062260.0
2017-04-30;Professionnels;3629915771.0
2017-04-25;Professionnels;4554940946.0
2017-04-22;PME / PMI;3891125995.0
2017-04-19;PME / PMI;5212243419.0
2017-04-15;Professionnels;3964688824.0
2017-04-12;Entreprises;13949217238.0
2017-04-11;PME / PMI;5061393590.0
2017-04-08;Résidentiels;14371557634.0
2017-04-08;Professionnels;3829889532.0
2017-04-05;Entreprises;14090402913.0
2017-04-05;Professionnels;4537053861.0
2017-03-30;Résidentiels;13295191135.0
2017-03-30;PME / PMI;5202733404.0
2017-03-28;Résidentiels;14943136401.0
2017-03-28;Entreprises;14206007548.0
2017-03-27;PME / PMI;5529520139.0
2017-03-26;Résidentiels;18549045119.0
2017-03-24;Résidentiels;19457185227.0
2017-03-20;Entreprises;13706450184.0
2017-03-19;Entreprises;8875616661.0
2017-03-18;Entreprises;10200858585.0
2017-03-17;Résidentiels;16528333683.0
2017-03-16;PME / PMI;5438115936.0
2017-03-15;Professionnels;5047666221.0
2017-03-14;Résidentiels;17635288276.0
2017-03-13;Entreprises;13770851749.0
2017-03-12;Résidentiels;19042999692.0
2017-03-11;PME / PMI;4680210580.0
2017-03-09;Résidentiels;18991086297.0
2017-02-27;PME / PMI;6269308220.0
2017-02-26;Résidentiels;23006807567.0
2017-02-23;Résidentiels;20360745752.0
2017-02-21;Professionnels;5732334734.0
2017-02-20;PME / PMI;6274381516.0
2017-02-19;PME / PMI;4547549532.0
2017-02-18;Résidentiels;22311497108.0
2017-02-16;PME / PMI;6032459136.0
2017-02-14;Résidentiels;22144242218.0
2017-02-14;Entreprises;15039054442.0
2017-02-13;PME / PMI;6704254569.0
2017-02-13;Professionnels;6133884818.0
2017-02-11;Professionnels;6403345709.0
2017-02-09;Résidentiels;25942756318.0
2017-02-06;Entreprises;14614755320.0
2017-02-03;Professionnels;6168328783.0
2017-01-31;PME / PMI;6872547265.0
2017-01-30;Résidentiels;24699728014.0
2017-01-24;PME / PMI;8143005916.0
2017-01-23;PME / PMI;7851643812.0
2017-01-21;Professionnels;7044573553.0
2017-01-20;Résidentiels;33728664345.0
2017-01-20;Entreprises;15731217998.0
2017-01-18;PME / PMI;8155928641.0
2017-01-15;Résidentiels;30541649973.0
2017-01-13;Résidentiels;27574625429.0
2017-01-13;PME / PMI;7110047440.0
2017-01-09;Résidentiels;28013224097.0
2017-01-06;Entreprises;15387017725.0
2017-01-04;Résidentiels;30523229387.0
2017-01-04;PME / PMI;7312146969.0
2016-12-31;Résidentiels;32177307686.0
2016-12-31;Professionnels;6587748490.0
2016-12-30;Entreprises;11746813555.0
2016-12-29;Professionnels;6887723688.0
2016-12-28;Résidentiels;26160530932.0
2016-12-28;PME / PMI;6639525227.0
2016-12-19;Professionnels;6456566279.0
2016-12-18;PME / PMI;4879096004.0
2016-12-16;Entreprises;14377753107.0
2016-12-10;Résidentiels;25584179801.0
2016-12-10;Professionnels;5667094432.0
2016-12-09;Résidentiels;24146706220.0
2016-12-06;Entreprises;15361629851.0
2016-12-02;Professionnels;7052722937.0
2016-11-29;Résidentiels;24935419371.0
2016-11-28;Résidentiels;22933200580.0
2016-11-27;Résidentiels;22587444917.0
2016-11-27;Entreprises;9344905390.0
2016-11-25;Entreprises;14317539690.0
2016-11-23;PME / PMI;6362648920.0
2016-11-23;Professionnels;5609679988.0
2016-11-22;Résidentiels;18491416219.0
2016-11-15;Entreprises;15069758978.0
2016-11-14;Résidentiels;21403209988.0
2016-11-14;PME / PMI;6514896565.0
2016-11-13;Entreprises;9188460690.0
2016-11-12;PME / PMI;4989625096.0
2016-11-10;PME / PMI;6446855278.0
2016-11-09;Entreprises;15221745805.0
2016-11-09;Professionnels;6314944805.0
2016-11-07;Résidentiels;21966317744.0
2016-11-07;Professionnels;5945517618.0
2016-11-02;Entreprises;13765631212.0
2016-11-02;Professionnels;5022427764.0
2016-11-01;PME / PMI;3622518545.0
2016-11-01;Professionnels;3811257230.0
2016-10-30;Professionnels;3888637390.0
2016-10-27;Entreprises;14321092216.0
2016-10-25;Entreprises;14372633916.0
2016-10-25;Professionnels;4920317533.0
2016-10-24;Résidentiels;16120417854.0
2016-10-22;Résidentiels;18251076703.0
2016-10-22;Entreprises;10180466685.0
2016-10-21;Entreprises;13941479263.0
2016-10-21;PME / PMI;5175181115.0
2016-10-14;Entreprises;14034165555.0
2016-10-14;Professionnels;5171496046.0
2016-10-10;Professionnels;4549741895.0
2016-10-04;PME / PMI;4572465612.0
2016-09-30;Résidentiels;11127159307.0
2016-09-30;Entreprises;13715262059.0
2016-09-30;PME / PMI;4556571557.0
2016-09-28;Professionnels;3939539763.0
2016-09-25;Professionnels;3061565573.0
2016-09-23;Résidentiels;10839228528.0
2016-09-20;Professionnels;3968159243.0
2016-09-19;Entreprises;13386204763.0
2016-09-17;Professionnels;3588761476.0
2016-09-16;Résidentiels;10755657778.0
2016-09-14;Entreprises;14646428026.0
2016-09-12;Résidentiels;11140683033.0
2016-09-07;Résidentiels;10833114428.0
2016-09-07;Entreprises;14747585778.0
2016-09-07;PME / PMI;4936195310.0
2016-09-03;PME / PMI;4118023085.0
2016-09-01;Professionnels;3919645842.0
2016-08-31;Entreprises;14636373684.0
2016-08-31;PME / PMI;5001617731.0
2016-08-29;PME / PMI;4939599995.0
2016-08-26;Résidentiels;10922846627.0
2016-08-13;Entreprises;9321361971.0
2016-08-12;PME / PMI;4697358534.0
2016-08-11;PME / PMI;4795147121.0
2016-08-07;Entreprises;8236960275.0
2016-08-03;PME / PMI;5021577575.0
2016-07-31;Résidentiels;11205948870.0
2016-07-29;Résidentiels;10805106575.0
2016-07-29;Entreprises;13442820891.0
2016-07-26;Entreprises;14228433533.0
2016-07-26;Professionnels;3798868141.0
2016-07-21;Entreprises;14905452917.0
2016-07-19;PME / PMI;5187346621.0
2016-07-18;Résidentiels;10916093010.0
2016-07-16;Professionnels;3428638048.0
2016-07-15;Entreprises;11261602127.0
2016-07-14;Entreprises;10612704132.0
2016-07-10;Résidentiels;11690295897.0
2016-07-10;PME / PMI;3670621908.0
2016-07-05;PME / PMI;4947213280.0
2016-07-04;Résidentiels;11010714152.0
2016-07-03;Résidentiels;11637768855.0
2016-07-03;Professionnels;3029983008.0
2016-06-30;Entreprises;14471841762.0
2016-06-27;Résidentiels;10956273982.0
2016-06-27;Entreprises;13323800917.0
2016-06-24;Résidentiels;10709419085.0
2016-06-24;Professionnels;3937199697.0
2016-06-23;Entreprises;14783958278.0
2016-06-20;Résidentiels;11398436492.0
2016-06-15;PME / PMI;4782895035.0
2016-06-10;Entreprises;13682672909.0
2016-06-09;Résidentiels;10534462906.0
2016-06-08;Résidentiels;10732860841.0
2016-06-06;Résidentiels;11506589493.0
2016-06-03;Entreprises;13646036522.0
2016-06-01;PME / PMI;5144155744.0
2016-05-31;PME / PMI;5199111303.0
2016-05-30;Entreprises;13136674201.0
2016-05-30;Professionnels;3815710705.0
2016-05-27;Résidentiels;11024585812.0
2016-05-27;Entreprises;13516790800.0
2016-05-22;Entreprises;8360856683.0
2016-05-21;Professionnels;3523225184.0
